en_fa,fr_fa,mode,sent,trans,trans_MBart,trans_NLLB,trans_ALIGN,POSent,BLEU_MBart,BLEU_NLLB,BLEU_ALIGN,Levenshtein_MBart,Levenshtein_NLLB,Levenshtein_ALIGN
Chair,Chair,FrEn,La chair de ce fruit est tendre.,The flesh of this fruit is tender.,The flesh of this fruit is tender.,The flesh of this fruit is tender.,The flesh of this fruit is tender.,start,1.0,1.0,1.0,0.0,0.0,0.0
Chips,Chips,FrEn,Beaucoup de frites rendrera votre santé mauvaise.,A lot of chips will make your health worse.,Lots of fries will make your health worse.,Too many fries will make you sick.,A lot of fries will make your health bad.,mid,0.4775034264835464,5.236405306969006e-155,0.4316700106852252,0.1627906976744186,0.5581395348837209,0.1860465116279069
Christian,Christian,FrEn,Christian est un prénom courant en France.,Christian is a common first name in France.,Christian is a common nickname in France.,Christian is a common name in France.,Christian is a common name in France.,start,0.4238365628278779,0.5154486831107657,0.5154486831107657,0.1162790697674418,0.1395348837209302,0.1395348837209302
Coin,Coin,FrEn,Il se tient dans le coin de la pièce.,He is standing in the corner of the room.,He sits in the corner of the room.,He's standing in the corner of the room.,He's standing in the corner of the room.,end,0.6240195441936914,0.7420884818558928,0.7420884818558928,0.2195121951219512,0.048780487804878,0.048780487804878
College,Collège,FrEn,Le collège en France correspond au middle school aux États-Unis.,The collège in France corresponds to the middle school in the United States.,The college in France corresponds to the middle school in the United States.,Middle school in France is equivalent to middle school in the United States.,The college in France corresponds to the middle school in the United States.,start,0.842362674378975,0.4408231875586726,0.842362674378975,0.0131578947368421,0.3421052631578947,0.0131578947368421
Command,Commander,FrEn,Je vais commander une pizza pour le dîner.,I'm going to order a pizza for dinner.,I will order a pizza for dinner.,I'm going to order a pizza for dinner.,I'm gonna order a pizza for dinner.,mid,0.5329462628216854,1.0,0.5578002860768766,0.2368421052631578,0.0,0.131578947368421
Commerical,Commercial,FrEn,Il travaille dans le secteur commercial.,He works in the sales sector.,He works in the commercial sector.,He works in the commercial sector.,He works in the commercial sector.,end,0.537284965911771,0.537284965911771,0.537284965911771,0.2647058823529412,0.2647058823529412,0.2647058823529412
Con,Con,FrEn,"En français, 'con' est une insulte signifiant stupide.","In French, 'con' is an insult meaning stupid.","In French, 'con' is an insult meaning stupid.","In French, 'con' is an insult meaning stupid.","In French, 'con' is an insult meaning stupid.",mid,1.0,1.0,1.0,0.0,0.0,0.0
Current,Courant,FrEn,Le courant de la rivière est très fort aujourd'hui.,The river current is very strong today.,The current of the river is very strong today.,The river is very strong today.,The current of the river is very strong today.,start,0.3432945239845196,0.5115078115793242,0.3432945239845196,0.3695652173913043,0.2051282051282051,0.3695652173913043
Cry,Crier,FrEn,Il faut crier fort pour se faire entendre.,You have to shout to be heard.,You have to cry out loud to get your voice heard.,You have to shout loud to be heard.,You have to scream loudly to make yourself heard.,mid,3.8719283242189536e-78,0.5,4.583829695130767e-78,0.4489795918367347,0.1428571428571428,0.4489795918367347
Demand,Demander,FrEn,Je vais demander une augmentation à mon patron.,I'm going to ask my boss for a raise.,I'm going to ask my boss for an increase.,I'm gonna ask my boss for a raise.,I'm gonna ask my boss for a raise.,mid,0.7259795291154771,0.6240195441936914,0.6240195441936914,0.1463414634146341,0.1351351351351351,0.1351351351351351
Dispose,Disposer,FrEn,Je vais disposer les livres sur l'étagère.,I'll put the books on the shelf.,I'll put the books on the shelf.,I'll put the books on the shelf.,I'll put the books on the shelf.,mid,1.0,1.0,1.0,0.0,0.0,0.0
Deliver,Délivrer,FrEn,Le médecin a pu délivrer la patiente de sa douleur.,The doctor was able to relieve the patient of her pain.,The doctor was able to relieve the patient of her pain.,The doctor was able to relieve the patient of her pain.,The doctor was able to deliver the patient from her pain.,mid,1.0,1.0,0.4497332084013506,0.0,0.0,0.1052631578947368
Deranged,Déranger,FrEn,Je ne veux pas te déranger pendant ta réunion.,I don't want to disturb your meeting.,I don't want to disturb you during your meeting.,I don't want to disturb you during your meeting.,I don't want to bother you during your meeting.,end,0.5133450480401704,0.5133450480401704,0.3549481056010053,0.2291666666666666,0.2291666666666666,0.3191489361702128
Engaged,Engagé,FrEn,Il est très engagé dans des causes sociales.,He is very committed to social causes.,He is very committed to social issues.,He's very involved in social causes.,He is very committed to social causes.,mid,0.8091067115702212,7.100514228897259e-155,1.0,0.1052631578947368,0.2894736842105263,0.0
Evidence,Evidence,FrEn,C'est une évidence qu'il faut agir maintenant.,It's obvious that we have to act now.,It is clear that action must be taken now.,It's obvious that we need to act now.,It's obvious that we need to act now.,mid,1.2508498911928379e-231,0.5,0.5,0.5952380952380952,0.1081081081081081,0.1081081081081081
Flesh,Flèche,FrEn,La flèche a atteint sa cible.,The arrow has hit its target.,The arrow has reached its target.,The arrow hit its target.,The arrow reached its target.,mid,7.262123179505913e-78,7.070696784820904e-78,9.712439290098356e-155,0.1818181818181818,0.1379310344827586,0.2068965517241379
Gentle,Gentil,FrEn,Elle est toujours gentille avec tout le monde.,She's always nice to everyone.,She is always kind to everyone.,She's always nice to everyone.,She's always nice to everyone.,mid,8.38826642100846e-155,1.0,1.0,0.1612903225806451,0.0,0.0
Gratuity,Gratuité,FrEn,La gratuité des services publics est importante.,Free access to public services is important.,Free public services are important.,Free public services are important.,Free public services are important.,start,6.686701276748014e-155,6.686701276748014e-155,6.686701276748014e-155,0.2954545454545454,0.2954545454545454,0.2954545454545454
Gross,Gros,FrEn,Le chat est devenu très gros.,The cat has become very fat.,The cat has become very big.,The cat has grown very fat.,The cat has become very big.,end,0.7598356856515925,7.262123179505913e-78,0.7598356856515925,0.1071428571428571,0.1785714285714285,0.1071428571428571
Hazard,Hasard,FrEn,"Par pur hasard, ils se sont retrouvés à la même fête.","By pure chance, they ended up at the same party.","By chance, they found themselves at the same party.",They just happened to meet at the same party.,"By pure chance, they ended up at the same party.",start,0.3301008309851503,0.2670867978449923,1.0,0.3529411764705882,0.4583333333333333,0.0
Jolly,Joli,FrEn,C'est un joli village avec beaucoup de charme.,It's a pretty village with lots of charm.,It is a lovely village with lots of charm.,It's a pretty village with a lot of charm.,It is a pretty village with lots of charm.,mid,0.4671379777282001,0.5133450480401704,0.7259795291154771,0.1666666666666666,0.0714285714285714,0.0476190476190476
Journey,Journée,FrEn,La journée a été très productive.,It was a very productive day.,The day was very productive.,It's been a very productive day.,It's been a very productive day.,mid,1.186217768264882e-231,0.5081327481546147,0.5081327481546147,0.3793103448275862,0.1875,0.1875
Lecture,Lecture,FrEn,Il a terminé la lecture du livre hier soir.,He finished reading the book last night.,He finished reading the book last night.,He finished reading the book last night.,He finished reading the book last night.,mid,1.0,1.0,1.0,0.0,0.0,0.0
Library,Librairie,FrEn,J'ai acheté ce livre à la librairie du coin.,I bought this book at the local bookshop.,I bought this book at the local bookstore.,I bought this book at the local bookstore.,I bought this book from the local bookstore.,end,0.8408964152537145,0.8408964152537145,0.4111336169005197,0.0714285714285714,0.0714285714285714,0.1590909090909091
Licence,Licence,FrEn,Elle a obtenu sa licence en biologie.,She has a degree in biology.,She obtained her biology licence.,She got her bachelor's degree in biology.,She obtained her Bachelor's degree in Biology.,end,9.974862690442709e-232,5.395774370246974e-78,7.711523862191631e-155,0.6060606060606061,0.3658536585365853,0.4565217391304347
Location,Location,FrEn,Nous voulons un appartement avec un location moins élevé.,We want an apartment with a lower rent.,We want an apartment with a lower rent.,We want an apartment with a lower rent.,We want an apartment with a lower rental.,end,1.0,1.0,0.8408964152537145,0.0,0.0,0.048780487804878
Magazine,Magasin,FrEn,Je vais au magasin pour acheter du pain.,I go to the store to buy bread.,I go to the store to buy bread.,I'm going to the store to buy bread.,I'm going to the store to buy bread.,mid,1.0,0.6803749333171202,0.6803749333171202,0.0,0.1388888888888889,0.1388888888888889
Mercy,Merci,FrEn,Merci pour votre aide précieuse.,Thank you for all your help.,Thank you for your valuable help.,Thank you for your valuable help.,Thank you for your valuable help.,start,6.562069055463047e-78,6.562069055463047e-78,6.562069055463047e-78,0.3333333333333333,0.3333333333333333,0.3333333333333333
Money,Monnaie,FrEn,Peux-tu me donner de la monnaie pour le distributeur?,Can you give me some change for the vending machine?,Can you give me the money for the distributor?,Can you give me change for the ATM?,Can you give me some change for the distributor?,end,0.3176215203205583,0.3894003915357024,0.7725505949016372,0.4038461538461538,0.3846153846153846,0.25
Medicine,Médecin,FrEn,Le médecin a prescrit des antibiotiques.,The doctor prescribed antibiotics.,The doctor prescribed antibiotics.,The doctor prescribed antibiotics.,The doctor prescribed antibiotics.,mid,1.0,1.0,1.0,0.0,0.0,0.0
Notice,Notice,FrEn,La notice d'utilisation est dans la boîte.,Instructions for use are included in the box.,The instructions are in the box.,The package leaflet is in the box.,The instructions for use are in the carton.,mid,4.446808895758207e-78,4.352883339726264e-78,5.614021910443866e-78,0.4888888888888889,0.6222222222222222,0.4
Novel,Nouvelle,FrEn,J'ai une nouvelle importante à te dire.,I have some important news to tell you.,I have some important news to tell you.,I have some important news to tell you.,I have important news to tell you.,mid,1.0,1.0,0.6129752413741056,0.0,0.0,0.1282051282051282
Pain,Pain,FrEn,Le boulanger prépare du pain frais tous les matins.,The baker prepares fresh bread every morning.,The baker prepares fresh bread every morning.,The baker makes fresh bread every morning.,The baker prepares fresh bread every morning.,mid,1.0,0.488923022434901,1.0,0.0,0.1111111111111111,0.0
Pass,Passer,FrEn,Passer l'examen de fin d'année - c'est quelque chose tout le monde doit faire.,Taking the end-of-year exam - that's something everyone has to do.,Passing the year-end review - that's something everyone has to do.,Taking the final exam - it's something everyone has to do.,Passing the year-end exam - it's something everyone has to do.,start,0.5900468726392808,0.4497332084013506,0.4172261448611506,0.2575757575757575,0.1818181818181818,0.2272727272727272
Patron,Patron,FrEn,Le patron de l'entreprise est très strict.,The company's boss is very strict.,The owner of the company is very strict.,The boss of the company is very strict.,The company's boss is very strict.,start,4.797597231912944e-78,5.072841446586652e-78,1.0,0.45,0.4102564102564102,0.0
Photograph,Photographe,FrEn,Le photographe a capturé des images incroyables.,The photographer captured some incredible images.,The photographer captured incredible images.,The photographer captured some incredible images.,The photographer captured incredible images.,start,7.070696784820904e-78,1.0,7.070696784820904e-78,0.1020408163265306,0.0,0.1020408163265306
Proper,Propre,FrEn,Cette chambre est toujours propre et bien rangée.,This room is always clean and tidy.,This room is always clean and well arranged.,This room is always clean and tidy.,This room is always clean and tidy.,mid,0.6803749333171202,1.0,1.0,0.2954545454545454,0.0,0.0
Preservative,Préservatif,FrEn,Il est important d'utiliser un préservatif pour se protéger.,It's important to use a condom to protect yourself.,It is important to use a condom to protect yourself.,It is important to use a condom to protect yourself.,It's important to use a condom to protect yourself.,end,0.7598356856515925,0.7598356856515925,1.0,0.0384615384615384,0.0384615384615384,0.0
Pub,Pub,FrEn,La nouvelle pub est très accrocheuse.,The new ad is very eye-catching.,The new pub is very crowded.,The new ad is very catchy.,The new ad is very catchy.,mid,1.0719249972567852e-154,0.7598356856515925,0.7598356856515925,0.4375,0.21875,0.21875
Quit,Quitter,FrEn,Il a dû quitter la réunion plus tôt.,He had to leave the meeting early.,He had to leave the meeting earlier.,He must have left the meeting early.,He had to leave the meeting earlier.,mid,0.8091067115702212,5.395774370246974e-78,0.8091067115702212,0.0833333333333333,0.3055555555555556,0.0833333333333333
Rate,Rater,FrEn,Je ne veux pas rater mon examen demain.,I don't want to miss my exam tomorrow.,I do not want to miss my exam tomorrow.,I don't want to miss my exam tomorrow.,I don't want to miss my exam tomorrow.,mid,0.6104735835807844,1.0,1.0,0.0512820512820512,0.0,0.0
Regard,Regarder,FrEn,Je vais regarder un film ce soir.,I'm going to watch a movie tonight.,I'm going to watch a movie tonight.,I'm going to watch a movie tonight.,I'm gonna watch a movie tonight.,mid,1.0,1.0,0.4548019047027907,0.0,0.0,0.1428571428571428
Relieve,Relever,FrEn,Il ne faut pas relever de choses trop lourdes.,You don't want to lift things that are too heavy.,Things should not be too heavy.,You don't have to lift anything too heavy.,We must not overreact.,mid,3.891524296988902e-155,8.747213257062311e-155,0.0,0.5918367346938775,0.3061224489795918,0.7755102040816326
Rest,Rester,FrEn,Il préfère rester à la maison ce soir.,He prefers to stay home tonight.,He prefers to stay at home tonight.,He'd rather stay home tonight.,He'd rather stay home tonight.,mid,0.488923022434901,5.623118184955381e-78,5.623118184955381e-78,0.0857142857142857,0.3125,0.3125
Retire,Retirer,FrEn,Je vais retirer de l'argent au distributeur.,I'm going to withdraw money from the ATM.,I will withdraw the money from the distributor.,I'm gonna take some money out of the ATM.,I'm gonna take some money from the vending machine.,mid,4.797597231912944e-78,7.241926111174567e-155,4.3351184712695835e-78,0.5106382978723404,0.4146341463414634,0.5294117647058824
Resume,Résumer,FrEn,Je vais résumer les points principaux de la réunion.,I'll summarize the main points of the meeting.,I will summarize the main points of the meeting.,I'll summarize the main points of the meeting.,I will summarize the main points of the meeting.,mid,0.7259795291154771,1.0,0.7259795291154771,0.0625,0.0,0.0625
Sale,Sale,FrEn,La cuisine est vraiment sale après la fête.,The kitchen is really dirty after the party.,The kitchen is really dirty after the party.,The kitchen is really dirty after the party.,The kitchen is really dirty after the party.,end,1.0,1.0,1.0,0.0,0.0,0.0
Sensible,Sensible,FrEn,Elle est très sensible aux critiques.,She is very sensitive to criticism.,She is very sensitive to criticism.,She's very sensitive to criticism.,She's very sensitive to criticism.,end,1.0,0.5475182535069453,0.5475182535069453,0.0,0.0571428571428571,0.0571428571428571
Slip,Slip,FrEn,Il a acheté un slip en coton.,He bought a pair of cotton briefs.,He bought a cotton slip.,He bought a cotton panties.,He bought a cotton brief.,end,4.947126313800877e-78,4.947126313800877e-78,4.947126313800877e-78,0.3823529411764705,0.3823529411764705,0.2647058823529412
Store,Store,FrEn,Le store de la fenêtre est cassé.,The window blind is broken.,The window shelf is closed.,The blind on the window is broken.,The window blind is broken.,start,9.283142785759642e-155,8.761982757198608e-155,1.0,0.3333333333333333,0.3235294117647059,0.0
Supply,Supplier,FrEn,Il faut le supplier.,You have to beg him.,It must be supplied.,You have to beg him.,You have to beg him.,end,0.0,1.0,1.0,0.8,0.0,0.0
Surname,Surnom,FrEn,Son surnom à l'école était 'Le Génie'.,His nickname at school was 'The Genius'.,His school surname was 'Le Génie'.,"His nickname at school was ""The Genius"".",His nickname at school was 'The Genius'.,start,1.2967862918337585e-231,0.6147881529512643,1.0,0.525,0.05,0.0
Sympathetic,Sympathique,FrEn,Il est vraiment très sympathique et amical.,He's really very nice and friendly.,It is really very friendly and friendly.,He's really very nice and friendly.,He's really very friendly and friendly.,end,9.85444998995587e-155,1.0,7.262123179505913e-78,0.275,0.0,0.1794871794871795
Tissue,Tissu,FrEn,Le tissu de cette robe est très doux.,The fabric of this dress is very soft.,The fabric of this robe is very soft.,The fabric of this dress is very soft.,The fabric of this dress is very soft.,start,0.5,1.0,1.0,0.1052631578947368,0.0,0.0
Tongs,Tongs,FrEn,Il porte des tongs à la plage.,He wears flip-flops to the beach.,He wears sticks on the beach.,He wears flip-flops on the beach.,He wears flip-flops at the beach.,mid,1.0719249972567852e-154,7.262123179505913e-78,7.262123179505913e-78,0.303030303030303,0.0606060606060606,0.0606060606060606
Venue,Venue,FrEn,Elle est venue me voir hier soir.,She came to see me last night.,She came to see me last night.,She came to see me last night.,She came to see me last night.,mid,1.0,1.0,1.0,0.0,0.0,0.0
Vest,Veste,FrEn,La veste en cuir qu'il porte est élégante.,The leather jacket he's wearing is elegant.,The leather jacket he wears is elegant.,The leather jacket he wears is elegant.,The leather jacket he wears is elegant.,start,6.31399304153334e-78,6.31399304153334e-78,6.31399304153334e-78,0.1162790697674418,0.1162790697674418,0.1162790697674418
Wagon,Wagon,FrEn,Nous avons réservé un wagon pour le voyage.,We have booked a carriage for the trip.,We booked a car for the trip.,We've booked a carriage for the trip.,We booked a car for the trip.,mid,5.728716644827669e-78,0.7013967267997694,5.728716644827669e-78,0.2564102564102564,0.0769230769230769,0.2564102564102564
